"name","path","description","enabled","dependency","required_mcp","required_env","classification","mentions_mcp","mentions_env"
"figma-implement-design","C:\Users\tjqmf\.codex\skills\figma-implement-design\SKILL.md","Translates Figma designs into production-ready application code with 1:1 visual fidelity. Use when implementing UI code from Figma files, when user mentions ""implement design"", ""generate code"", ""implement component"", provides Figma URLs, or asks to build components matching Figma specs. For Figma canvas writes via `use_figma`, use `figma-use`.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma-use","C:\Users\tjqmf\.codex\skills\figma-use\SKILL.md","**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug failures. Trigger whenever the user wants to perform a write action or a unique read action that requires JavaScript execution in the Figma file context — e.g. create/edit/delete nodes, set up variables or tokens, build components and variants, modify auto-layout or fills, bind variables to properties, or inspect file structure programmatically.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-code-connect","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-code-connect\SKILL.md","Creates and maintains Figma Code Connect template files that map Figma components to code snippets. Use when the user mentions Code Connect, Figma component mapping, design-to-code translation, or asks to create/update .figma.ts or .figma.js files.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-create-new-file","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-create-new-file\SKILL.md","**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `create_new_file` tool call. NEVER call `create_new_file` directly without loading this skill first. Trigger whenever the user wants a new blank Figma file — a new design, FigJam, or Slides file — or when you need a fresh file before calling `use_figma`. Usage — /figma-create-new-file [editorType] [fileName] (e.g. /figma-create-new-file figjam My Whiteboard, /figma-create-new-file slides Q3 Review)","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-design-to-code","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-design-to-code\SKILL.md","**MANDATORY prerequisite** — you MUST invoke this skill BEFORE calling the `get_design_context` Figma MCP tool. You MUST trigger this skill whenever the user wants to implement, build, port, or code up a Figma design as code. Example prompts (not exhaustive) are 'implement this Figma design', 'build this screen from Figma', 'turn this Figma into code', 'design to code'. This skill provides critical instructions and steps to the agent on how to correctly implement Figma designs in code and must NOT be skipped.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-generate-design","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-generate-design\SKILL.md","Use this skill alongside figma-use when the task involves translating an application page, view, or multi-section layout into Figma. Triggers: 'write to Figma', 'create in Figma from code', 'push page to Figma', 'take this app/page and build it in Figma', 'create a screen', 'build a landing page in Figma', 'update the Figma screen to match code', 'convert this modal/dialog/drawer/panel to Figma'. This is the preferred workflow skill whenever the user wants to build or update a full page, modal, dialog, drawer, sidebar, panel, or any composed multi-section view in Figma from code or a description. Discovers design system components, variables, and styles from Code Connect files, existing screens, and library search, then imports them and assembles views incrementally section-by-section using design system tokens instead of hardcoded values.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-generate-diagram","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-generate-diagram\SKILL.md","MANDATORY prerequisite — load this skill BEFORE every `generate_diagram` tool call. NEVER call `generate_diagram` directly without loading this skill first. Trigger whenever the user asks to create, generate, draw, render, sketch, or build a diagram — flowchart, architecture diagram, sequence diagram, ERD or entity-relationship diagram, state diagram or state machine, gantt chart, or timeline. Also trigger when the user mentions Mermaid syntax or wants a system architecture, decision tree, dependency graph, API call flow, auth handshake, schema, or pipeline visualized in FigJam. Routes to type-specific guidance, sets universal Mermaid constraints, and tells you when to use a different diagram type or skip the tool entirely (mindmaps, pie charts, class diagrams, etc.).","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-generate-library","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-generate-library\SKILL.md","Build or update a professional-grade design system in Figma from a codebase. Use when the user wants to create variables/tokens, build component libraries, create individual components with proper variant sets and variable bindings, set up theming (light/dark modes), document foundations, or reconcile gaps between code and Figma. Also use when the user asks to create or generate any component in Figma — even a single one — since components require proper variable foundations, variant states, and design token bindings to be production-quality. This skill teaches WHAT to build and in WHAT ORDER — it complements the `figma-use` skill which teaches HOW to call the Plugin API. Both skills should be loaded together.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-generative-plugins","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-generative-plugins\SKILL.md","**MANDATORY prerequisite** — load this skill before calling `create_generative_plugin` or `update_generative_plugin`. Use when the user asks to create, author, change, fix, or extend a reusable generative Figma plugin.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"figma:figma-implement-motion","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-implement-motion\SKILL.md","Translates Figma motion and animations into production-ready application code. Use when implementing animation/motion from a Figma design — user mentions ""implement this motion"", ""add animation from Figma"", ""animate this component"", provides a Figma URL whose node is animated, or when `get_design_context` returns motion data or instructs you to call `get_motion_context`.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-shaders","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-shaders\SKILL.md","**MANDATORY prerequisite** — load this skill before calling `create_shader` or `update_shader`. Use when the user asks to create, author, change, fix, or iterate on a shader effect, shader fill, custom effect, custom fill, or procedural shader in Figma.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-swiftui","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-swiftui\SKILL.md","SwiftUI ↔ Figma translation. Use whenever the user mentions Swift, SwiftUI, iOS, iPhone, or iPad — in EITHER direction — translating a Figma design into SwiftUI (design → code), or pushing SwiftUI views / screens / tokens back into a Figma file (code → design). Triggers on phrases like 'implement this Figma design in SwiftUI', 'build this screen in Swift', 'push this SwiftUI view to Figma', 'mirror my Swift code in a Figma file', or whenever a Figma URL appears alongside `.swift` files / an `.xcodeproj`. Routes to a direction-specific reference doc; loads alongside `figma-use` for the code → design path.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"figma:figma-use","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-use\SKILL.md","**MANDATORY prerequisite** — you MUST invoke this skill BEFORE every `use_figma` tool call. NEVER call `use_figma` directly without loading this skill first. Skipping it causes common, hard-to-debug failures. Trigger whenever the user wants to perform a write action or a unique read action that requires JavaScript execution in the Figma file context — e.g. create/edit/delete nodes, set up variables or tokens, build components and variants, modify auto-layout or fills, bind variables to properties, or inspect file structure programmatically.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-use-figjam","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-use-figjam\SKILL.md","This skill helps agents use Figma's use_figma MCP tool in the FigJam context. Can be used alongside figma-use which has foundational context for using the use_figma tool.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-use-motion","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-use-motion\SKILL.md","Motion / animation context for the `use_figma` MCP tool — animating Figma nodes via manual keyframes, animation styles, easing, and timeline duration. Load alongside figma-use whenever a task involves adding, editing, or inspecting animation on a node.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"figma:figma-use-slides","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\figma\12.0.0\skills\figma-use-slides\SKILL.md","This skill helps agents use Figma's use_figma MCP tool in the Slides context. Can be used alongside figma-use which has foundational context for using the use_figma tool.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"find-skills","C:\Users\tjqmf\.agents\skills\find-skills\SKILL.md","Helps users discover and install agent skills when they ask questions like ""how do I do X"", ""find a skill for X"", ""is there a skill that can..."", or express interest in extending capabilities. This skill should be used when the user is looking for functionality that might exist as an installable skill.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"frontend-ui","C:\Users\tjqmf\.codex\skills\frontend-ui\SKILL.md","Use when implementing web interface components, client-side interaction, styling, forms, states, or responsive UI behavior.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","RECOMMENDED","NO","NO"
"generate-editor-search-query","C:\Users\tjqmf\.agents\skills\generate-editor-search-query\SKILL.md","Generates Unity Search / Quick Search queries and opens the Unity Search window for read-only Unity Editor asset or scene-object lookup requests. Always use when the user asks to find, search, show, locate, filter, look up, query, or list concrete assets or scene objects in the current project or scene, even if Unity Search is not named. Covers materials, textures, prefabs, scenes, scripts, shaders, GameObjects, components, Lights, Cameras, UI objects, labels, paths, references, selected or named assets, and asset types. Also use when the user explicitly mentions Unity Search, Quick Search, Search window, open Search, or asks what Unity Search query to use. Do not use for general project overview, project structure, folder-purpose summaries, gameplay/system explanations, how-to programming questions, web search, repository text search, build logs, package installation, menu or settings search, modifying results, or non-Unity filesystem search unless the user explicitly asks to use Unity Search.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"gh-address-comments","C:\Users\tjqmf\.codex\skills\gh-address-comments\SKILL.md","Help address review/issue comments on the open GitHub PR for the current branch using gh CLI; verify gh auth first and prompt the user to authenticate if not logged in.","AVAILABLE_IN_SESSION_CATALOG","gh CLI; GitHub authentication (body instruction)","NOT_DECLARED","NOT_DECLARED","OPTIONAL","NO","NO"
"gh-fix-ci","C:\Users\tjqmf\.codex\skills\gh-fix-ci\SKILL.md","Use when a user asks to debug or fix failing GitHub PR checks that run in GitHub Actions; use `gh` to inspect checks and logs, summarize failure context, draft a fix plan, and implement only after explicit approval. Treat external providers (for example Buildkite) as out of scope and report only the details URL.","AVAILABLE_IN_SESSION_CATALOG","gh CLI; GitHub authentication (body instruction)","NOT_DECLARED","NOT_DECLARED","OPTIONAL","NO","NO"
"github-actions-ci","C:\Users\tjqmf\.codex\skills\github-actions-ci\SKILL.md","Use when adding, repairing, or optimizing GitHub Actions CI workflows for build, test, lint, security, packaging, or pull-request checks.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","OPTIONAL","NO","NO"
"google-drive:google-docs","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.16\skills\google-docs\SKILL.md","Prompt- and template-complete Google Docs creation and editing with explicit-instruction-authoritative structural preservation, including semantic roles, relationships, comparison dimensions, and instructed extensions; full-topology native-copy routing; source-grounded per-tab adaptation for past/example references; style-preserving hyperlink and table edits; canonical smart-chip-first authoring for dates and relevant supported people or Google resources; a file-backed advisory trusted read before existing-document writes; automatic protected-control awareness; direct connector APIs by default; DOCX-first import only when no supplied Google Doc template/reference constrains the output; and checked-in code mode only for exact native dropdown mutation. Use when Codex must create, edit, fill, adapt, redesign, or verify Google Docs without overriding explicit user/template instructions, adding unrequested document scope, or carrying stale reference facts into a new deliverable.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"google-drive:google-drive","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.16\skills\google-drive\SKILL.md","Use connected Google Drive as the single entrypoint for Drive, Docs, Sheets, and Slides work. Use when the user wants to find, fetch, organize, share, export, copy, or delete Drive files, or summarize and edit Google Docs, Google Sheets, and Google Slides through one unified Google Drive plugin.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"google-drive:google-drive-comments","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.16\skills\google-drive-comments\SKILL.md","Write, reply to, and resolve Google Drive comments on Docs, Sheets, Slides, and Drive files with evidence-backed location context. Use when the user asks to leave comments, review a file with comments, respond to comment threads, or resolve Drive comments.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"google-drive:google-sheets","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.16\skills\google-sheets\SKILL.md","Analyze and edit connected Google Sheets with range precision. Use when the user wants to create Google Sheets, find a spreadsheet, inspect tabs or ranges, search rows, plan formulas, create or repair charts, clean or restructure tables, write concise summaries, or make explicit cell-range updates.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"google-drive:google-slides","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\google-drive\0.1.16\skills\google-slides\SKILL.md","Route Google Slides authoring requests and derive a design system from a native template or reference deck. Use this skill when the user provides an existing native Google Slides deck as a template, reference, or prior-period source, or asks to edit, update, repair, restyle, or clean up an existing native Google Slides deck. Use the Presentations skill instead for net-new presentation creation when no existing native Google Slides deck must be followed.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"hatch-pet","C:\Users\tjqmf\.codex\skills\hatch-pet\SKILL.md","Create, repair, validate, visually QA, and package Codex-compatible v2 animated pets from character art, generated images, company or prospect brand cues, or visual references. Use for any new Codex pet, custom mascot, non-pixel pet style, brand-inspired pet, existing-pet repair, or 8x11 spritesheet workflow requiring all 9 standard animation rows, 16 look directions, deterministic assembly, QA artifacts, and spriteVersionNumber 2 packaging.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"imagegen","C:\Users\tjqmf\.codex\skills\.system\imagegen\SKILL.md","Generate or edit raster images when the task benefits from AI-created bitmap visuals such as photos, illustrations, textures, sprites, mockups, or transparent-background cutouts. Use when Codex should create a brand-new image, transform an existing image, or derive visual variants from references, and the output should be a bitmap asset rather than repo-native code or vector. Do not use when the task is better handled by editing existing SVG/vector/code-native assets, extending an established icon or logo system, or building the visual directly in HTML/CSS/canvas.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","YES"
"implement-in-app-purchases","C:\Users\tjqmf\.agents\skills\implement-in-app-purchases\SKILL.md","Implement, configure, and debug Unity In-App Purchases (IAP) — store connection, product catalog, consumable/non-consumable/subscription purchases, two-step pending-confirm flow, receipt validation, entitlement checking, restore transactions, Apple extensions (promotional purchases, Ask-to-Buy, code redemption), and Google Play extensions (subscription upgrade/downgrade), D2C Capabilities(direct to customer), 3rd party payment provider (Stripe/Coda) via Unity IAP/Unity Cloud. Use when the user needs to add, modify, debug, or migrate from native Android/iOS billing, 3rd party packages(RevenueCat/Adapty/Essential Kit/Unipay supported) to IAP. Triggers on microtransactions (MTX), monetization, real-money purchases, store purchases, buying items, support D2C, purchase via Stripe/Coda, migrate from native billing(Google's BillingClient or Apple's StoreKit/SKPaymentQueue/SKProduct)/RevenueCat/Adapty/EssentialKit/Unipay.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"implementing-features","C:\Users\tjqmf\.codex\skills\implementing-features\SKILL.md","Use when requirements are understood and production code must be changed to add or modify user-visible behavior.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","RECOMMENDED","NO","NO"
"information-architecture","C:\Users\tjqmf\.codex\skills\information-architecture\SKILL.md","Use when organizing complex navigation, menus, settings, dashboards, categories, search, or content structure.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"initialize-ai-navigation","C:\Users\tjqmf\.agents\skills\initialize-ai-navigation\SKILL.md","Sets up and configures the Unity AI Navigation system — NavMesh surfaces, NavMesh agents, obstacles, links, modifiers, areas and costs. Use when creating walkable navigation meshes, adding pathfinding agents, setting up patrol routes, configuring obstacle avoidance and carving, connecting separate NavMeshes with links, coupling navigation with animation, or troubleshooting navigation issues.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"interaction-design","C:\Users\tjqmf\.codex\skills\interaction-design\SKILL.md","Use when designing navigation behavior, transitions, gestures, feedback, direct manipulation, microinteractions, or multi-step interactions.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","OPTIONAL","NO","NO"
"jupyter-notebook","C:\Users\tjqmf\.codex\skills\jupyter-notebook\SKILL.md","Use when the user asks to create, scaffold, or edit Jupyter notebooks (`.ipynb`) for experiments, explorations, or tutorials; prefer the bundled templates and run the helper script `new_notebook.py` to generate a clean starting notebook.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"levelplay-unity-integration","C:\Users\tjqmf\.agents\skills\levelplay-unity-integration\SKILL.md","Integrates the LevelPlay Mediation SDK via the Ads Mediation UPM package. Use when a developer asks about adding ads to a Unity game, implementing rewarded, interstitial, or banner ads, setting up ad mediation, configuring ad networks, installing or updating the Ads Mediation package, troubleshooting LevelPlay namespace errors, resolving Android gradle or iOS CocoaPods dependency issues for ads, configuring ATT or privacy settings for ad compliance, tracking impression-level revenue (ILRD), initializing the LevelPlay SDK, or setting up ad unit IDs. Also use when a developer wants to monetize their Unity game with ads, asks how to get started with LevelPlay, ads, or mediation, or needs help with any part of the LevelPlay integration workflow including platform-specific setup for iOS or Android. Also use when upgrading the LevelPlay or IronSource SDK version, migrating from deprecated IronSource.Agent APIs, or migrating a game from Unity Ads to LevelPlay.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"linear","C:\Users\tjqmf\.codex\skills\linear\SKILL.md","Manage issues, projects & team workflows in Linear. Use when the user wants to read, create or updates tickets in Linear.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"localization","C:\Users\tjqmf\.agents\skills\localization\SKILL.md","Sets up and configures Unity Localization, including locales, String/Asset Tables, CJK font support, and Addressables workflows. Use when the user wants to add languages to a project, translate UI text, support Asian (CJK) languages with TMP fonts, or mentions i18n, l10n, multilingual support, or making a game support multiple languages.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"manage-sprite-atlas","C:\Users\tjqmf\.agents\skills\manage-sprite-atlas\SKILL.md","Manage SpriteAtlas using prebuild pipeline with IPreprocessBuildWithReport (DEFAULT approach). Use it to configure master atlases, variant atlases, texture settings, packing settings, and platform-specific configurations. Use when the user asks about creating sprite atlases, optimizing sprites, configuring atlas settings, adding sprites to atlases, creating variant atlases, implementing automated atlas generation, or runtime sprite atlas access. Always use prebuild approach unless user explicitly requests manual authoring.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"migrate-birp-to-urp","C:\Users\tjqmf\.agents\skills\migrate-birp-to-urp\SKILL.md","Plans, executes, and troubleshoots Unity projects moving from the Built-in Render Pipeline (BiRP/BIRP/Built-in RP) to the Universal Render Pipeline (URP). Use when the user asks to upgrade, convert, switch, or migrate a project, scene, material, or shader to URP/Universal Render Pipeline; fix pink or magenta materials after URP; convert Built-in materials/shaders; move a 2D project to URP 2D; review lighting, quality, post-processing, baked lightmaps, or reflection probes after URP; or diagnose visual problems after a render-pipeline migration.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"mobile-apps","C:\Users\tjqmf\.codex\skills\mobile-apps\SKILL.md","Use when building mobile app screens, navigation, permissions, storage, networking, notifications, or lifecycle-dependent behavior.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"modu-jiphap","C:\Users\tjqmf\.codex\skills\modu-jiphap\SKILL.md","부대장과 세계적 수준의 전문팀을 한 지휘본부로 소집해 같은 안건을 독립 분석·상호 반박·통합 개선하고 최고 완성도의 결론을 만드는 협업 스킬. 사용자가 모두집합, 전 부서 회의, 전체 팀 검토, 다학제 협업을 요청할 때 사용한다.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"netlify-deploy","C:\Users\tjqmf\.codex\skills\netlify-deploy\SKILL.md","Deploy web projects to Netlify using the Netlify CLI (`npx netlify`). Use when the user asks to deploy, host, publish, or link a site/repo on Netlify, including preview and production deploys.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","YES"
"new-unity-project","C:\Users\tjqmf\.agents\skills\new-unity-project\SKILL.md","Use when starting a brand-new Unity game or project from scratch — ""make/start/create a new game"", ""bootstrap a Unity project"", ""I want to build a [genre] game"", ""scaffold/prototype a game"", game jam, greenfield, blank project, project setup. A guided flow that gathers the concept, target platforms, and monetization, installs the Editor in the background while it asks, then creates the project and source control and installs packages — delegating the mechanics to the unity-cli and unity-package-management skills and handing off monetization to the dedicated skills. Does not scaffold gameplay code.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion-knowledge-capture","C:\Users\tjqmf\.codex\skills\notion-knowledge-capture\SKILL.md","Capture conversations and decisions into structured Notion pages; use when turning chats/notes into wiki entries, how-tos, decisions, or FAQs with proper linking.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion-meeting-intelligence","C:\Users\tjqmf\.codex\skills\notion-meeting-intelligence\SKILL.md","Prepare meeting materials with Notion context and Codex research; use when gathering context, drafting agendas/pre-reads, and tailoring materials to attendees.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion-research-documentation","C:\Users\tjqmf\.codex\skills\notion-research-documentation\SKILL.md","Research across Notion and synthesize into structured documentation; use when gathering info from multiple Notion sources to produce briefs, comparisons, or reports with citations.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion-spec-to-implementation","C:\Users\tjqmf\.codex\skills\notion-spec-to-implementation\SKILL.md","Turn Notion specs into implementation plans, tasks, and progress tracking; use when implementing PRDs/feature specs and creating Notion plans + tasks from them.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion:notion-knowledge-capture","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\notion\0.1.8\skills\notion-knowledge-capture\SKILL.md","Capture conversations and decisions into structured Notion pages; use when turning chats/notes into wiki entries, how-tos, decisions, or FAQs with proper linking.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion:notion-meeting-intelligence","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\notion\0.1.8\skills\notion-meeting-intelligence\SKILL.md","Prepare meeting materials with Notion context and supplemental research; use when gathering context, drafting agendas/pre-reads, and tailoring materials to attendees.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion:notion-research-documentation","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\notion\0.1.8\skills\notion-research-documentation\SKILL.md","Research across Notion and synthesize into structured documentation; use when gathering info from multiple Notion sources to produce briefs, comparisons, or reports with citations.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"notion:notion-spec-to-implementation","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\notion\0.1.8\skills\notion-spec-to-implementation\SKILL.md","Turn Notion specs into implementation plans, tasks, and progress tracking; use when implementing PRDs/feature specs and creating Notion plans + tasks from them.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
"observability","C:\Users\tjqmf\.codex\skills\observability\SKILL.md","Use when adding or reviewing logs, metrics, traces, correlation, diagnostics, or production signals needed to understand system behavior.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"official-docs-first","C:\Users\tjqmf\.codex\skills\official-docs-first\SKILL.md","Use when implementation depends on current or version-specific APIs, SDKs, frameworks, tool behavior, configuration, limits, models, or deprecations.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","RECOMMENDED","NO","NO"
"openai-developers:agents","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\openai-developers\1.3.0\skills\agents\SKILL.md","Build agent apps with the Agents API or Agents SDK. Use when adding tools, sessions, sandboxes, handoffs, guardrails, evals, or deployment.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","NO","NO"
"openai-developers:build-chatgpt-app","C:\Users\tjqmf\.codex\plugins\cache\openai-curated-remote\openai-developers\1.3.0\skills\build-chatgpt-app\SKILL.md","Build, scaffold, refactor, and troubleshoot ChatGPT Apps SDK applications that combine an MCP server and widget UI. Use when Codex needs to design tools, register UI resources, wire the MCP Apps bridge or ChatGPT compatibility APIs, apply Apps SDK metadata or CSP or domain settings, or produce a docs-aligned project scaffold. Prefer a docs-first workflow by invoking the openai-docs skill or OpenAI developer docs MCP tools before generating code.","AVAILABLE_IN_SESSION_CATALOG","NOT_DECLARED","NOT_DECLARED","NOT_DECLARED","IRRELEVANT","YES","NO"
